ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
11411,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,null,null,null,null,null,null,4,8,D-41
4332,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,C. Education - Show And Sort Filtering,null,null,null,null,0,0,0.205320303,0,0,0,0,1,12,D-70
4504,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,0.165075511,0,0,-1,0,1,16,D-51
8880,0,Kindle Tablet Apps,Washington Post,Subscription,C. Education - General Information,null,null,null,null,0,0.3,null,null,null,null,null,0,12,D-17
5116,0,Kindle E-Ink,Not Able To Update Software,Update Hasn'T Been Received Yet,C. Education - Manual Instructions Given,null,null,null,null,0,0,0.25448643,0,100,0,0,0,8,D-64
3575,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,1,0.214241638,0,100,-1,0,3,10,D-70
12209,0,Replaced Device,Wireless Connection,Wifi Won'T Connect,Ticket Directed To Replace,null,null,null,null,1,0.6,0.1273388,0,0,-1,4,5,14,D-27
6603,0,Kindle Tablet,Basic Info / How-To,Storage /  Space,C. Education - How To,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,2,0.214241638,0,100,-1,0,6,13,D-16
12302,0,Replaced Device,Device Freezes / Restarts,Device Totally Unresponsive/Dead,Unknown Cause,null,null,null,null,1,0,0.165075511,0,0,-1,0,4,7,D-16
5639,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,1,12,D-22
1581,1,Reading App,Getting General Error In App,Unknown Cause,More Info Requested,null,null,null,null,1,0,null,null,null,null,null,0,15,D-37
4711,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,0,0.165075511,0,0,-1,0,2,16,D-70
4086,0,Replaced Device,Power Supply,Defective,Unknown Cause,Carnac Suggested,Order Related,null,null,1,2,null,null,null,null,null,1,14,D-49
5207,0,Replaced Device,Device Freezes / Restarts,Device Does Not Turn On,Unknown Cause,null,null,null,null,0,0.25,0.374049967,100,0,-1,0,3,20,D-34
1717,0,Follow-Up Notification,null,null,null,null,null,null,null,0,null,null,null,null,null,null,2,17,D-64
11581,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,Cancel/Reactivate Subscription,null,null,null,null,0,0,null,null,null,null,null,1,10,D-16
4865,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Hard Restart - Fixed Issue,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,11,D-44
12010,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,0,0,null,null,null,null,null,1,15,D-70
5282,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Power Cycled Router,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,11,D-25
9301,0,3rd Party Tv / Video,Sling Tv,Refund Request,Within 30 Days - Approved,null,null,null,null,1,2,null,null,null,null,null,1,17,D-49
9328,0,3rd Party Music,Tunein,Basic Info / How-To,C. Education - Account Info,Order Related,Problem with an order,Other issue with order received,null,1,0.8,0.21674972,0,100,0,4,4,14,D-49
1033,0,3rd Party Tv / Video,Sling Tv,Refund Request,Within 30 Days - Approved,null,null,null,null,1,0.2,null,null,null,null,null,4,12,D-49
6727,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,2,null,null,null,null,null,5,17,D-37
13329,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,1,0.375,null,null,null,null,null,6,12,D-70
131,0,Kindle E-Ink,Touch Screen Defects,Touch Screen Unresponsive,Partial Screen Unresponsive - Hard Restart Fixed,null,null,null,null,1,0,0.205320303,0,0,0,0,3,10,D-28
4432,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Out Of Warranty - No Action Taken,null,null,null,null,0,null,null,null,null,null,null,0,3,D-44
3530,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Charging Related Troubleshooting Given,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,0,0,0.205320303,0,0,0,0,6,13,D-31
12492,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,5,9,D-41
13365,0,Account Assistance / Mycd Settings,Payment Assistance,Gift Card Balance,C. Education - Instructions Provided,null,null,null,null,0,null,null,null,null,null,null,0,15,D-70
8779,0,Kindle E-Ink,Device Freezes / Restarts,Unresponsive / Frozen,Hard Restart - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,6,13,D-70
9150,0,Fire Game Controller,Compatibility,Game Compatibility,C. Education - Compatible Games,null,null,null,null,1,0,null,null,null,null,null,1,12,D-70
6623,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,1,11,D-70
2964,0,Content,Personal Documents,Corrupt - Won'T Open,Delete And Resend - Fixed The Issue,null,null,null,null,1,0,null,null,null,null,null,1,9,D-6
789,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,1,19,D-5
10527,0,Kindle E-Ink,Physical Damage/Defect,Screen Issue,Asked Customer To Call,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0,null,null,null,null,null,2,15,D-24
7901,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Prime Or Something Else,More non-order questions,Other non-order question,null,1,0.5,null,null,null,null,null,0,5,D-70
12412,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,5,D-6
2680,0,Content,Content Returns / Refunds,Unauthorized Purchase,Refunded,null,null,null,null,0,null,null,null,null,null,null,6,4,D-70
10143,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,1,0,0.165075511,0,0,-1,0,2,10,D-22
8533,0,Kindle E-Ink,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,2,0.374049967,100,0,-1,0,1,4,D-70
13115,1,Order Related,More Order Issues,Other Order Question Or Issue,null,null,null,null,null,0,null,0.214241638,0,100,-1,0,1,5,D-70
3289,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,1,2,null,null,null,null,null,6,15,D-37
8316,0,Content,Other Content Topics,Samples In The Cloud,C. Education - General,null,null,null,null,1,0,0.205320303,0,0,0,0,2,12,D-14
275,0,Replaced Device,Battery / Charging Issue,Kindle Won'T Charge - No Visible Damage To Usb Port,Unknown Cause,Amazon Devices And Kindle Apps,Kindle Fire Tablet,My Kindle has battery / charging issues,null,1,2,null,null,null,null,null,1,8,D-17
4183,0,Kindle Tablet,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0.1,0.414294759,100,0,0,0,0,9,D-16
8175,0,Kindle E-Ink,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Amazon Devices And Kindle Apps,Kindle E-reader,I have recovered my lost Kindle,null,1,1.3,0.165075511,0,0,-1,0,0,16,D-28
7279,0,Kindle Tablet Apps,App Store,Coins,Return / Refund Generated,null,null,null,null,1,0.55,null,null,null,null,null,4,4,D-16
7951,0,Content,Content Quality,Corrupt - Won'T Open,Hard Restart - Fixed Issue,Non-order related,Books,Other Questions About Kindle Books,null,0,0,null,null,null,null,null,5,19,D-46
8737,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,3,15,D-50
12655,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Remove From Device,null,null,null,null,0,0.025,0.25448643,0,100,0,0,4,11,D-24
12157,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Turn On,Out Of Warranty - No Action Taken,null,null,null,null,1,null,0.374049967,100,0,-1,0,2,1,D-1
3308,0,Kindle Tablet Apps,Book App,Unable To Open Book,Clear Data - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,5,19,D-17
13425,1,Non-Order Related,"Prime, Student, Or Mom Membership",Other Prime Issues,Share Prime / Household,null,null,null,null,1,null,null,null,null,null,null,3,15,D-70
8521,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,null,0.210158631,0,50,0,0,1,6,D-70
3055,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,0,null,0.374049967,100,0,-1,0,2,18,D-17
5598,0,Account Assistance / Mycd Settings,Prime,Cancel Prime Membership,null,null,null,null,null,1,0,0.165075511,0,0,-1,0,0,9,D-70
5822,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Info Requested / Instructions Sent,Order Related,Problem with an order,Other issue with order received,null,1,0.1,null,null,null,null,null,0,15,D-44
5730,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,Order Related,More order issues,Other order question or issue,null,1,0,0.1273388,0,0,-1,4,5,23,D-49
7351,0,Freetime,Kindle Tablet,Child Profile,C. Education - Instructions Sent,null,null,null,null,0,0.5,null,null,null,null,null,6,15,D-16
4704,0,Replaced Device,Battery / Charging Issue,Kindle Won'T Charge - No Visible Damage To Usb Port,Unknown Cause,null,null,null,null,0,0.15,null,null,null,null,null,5,9,D-34
3578,1,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,Amazon Devices And Kindle Apps,Kindle Fire Tablet,I am receiving a registration error,null,0,1.2,null,null,null,null,null,5,14,D-70
506,0,Fire Tv / Stick,Basic Info / How-To,Device Installation,C. Education - General Info,null,null,null,null,1,0,null,null,null,null,null,2,16,D-49
8503,0,Kindle E-Ink,Device Freezes / Restarts,Device Does Not Turn On,Info Requested / Instructions Sent,Amazon Devices And Kindle Apps,Kindle E-reader,My Kindle is physically damaged,null,1,2,null,null,null,null,null,2,11,D-19
13471,0,Replaced Device,Usb Port,Defective,Unknown Cause,null,null,null,null,1,0,null,null,null,null,null,2,7,D-45
5344,0,Kindle Tablet Apps,Amazon Instant Video,Shopping/Purchasing Related,C. Education - Finding Videos,Non-order related,Kindle Fire Device,Other questions about Kindle Fire,null,0,0,0.308300847,50,0,0,0,0,10,D-20
10623,1,Kindle Tablet Apps,Amazon Instant Video,Troubleshooting,Video Plays Without Sound,null,null,null,null,0,0,0.374049967,100,0,-1,0,3,12,D-31
10407,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Setup Country Of Residence,C. Education - Instructions Provided,Digital Services,Kindle eBooks,Kindle E-reader,Something else,0,0,0.25448643,0,100,100,0,3,20,D-28
9904,0,Fire Tv / Stick,Connection Issues,Customer Does Not Have Internet Service,Instructed Customer To Activate Internet Service,null,null,null,null,1,0.05,0.583895737,66.66,0,0,4,5,17,D-27
12073,0,Account Assistance,Payment Assistance,1-Click Update,C. Education - Instructions Provided,null,null,null,null,0,0,null,null,null,null,null,1,17,D-27
9826,0,Follow-Up Notification,null,null,null,null,null,null,null,0,0.5,null,null,null,null,null,6,11,D-5
8614,0,Kindle E-Ink,Not Able To Update Software,Update Hasn'T Been Received Yet,C. Education - Manual Instructions Given,null,null,null,null,1,0,null,null,null,null,null,6,13,D-35
12078,0,Wms / Order Support / Edge-Cases,Open Kindle Order Assistance,Modify Shipping Address,C. Education - Instructions Provided,null,null,null,null,0,null,0.165075511,0,0,-1,0,3,10,D-16
5363,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,1,0.1,null,null,null,null,null,4,7,D-70
2145,0,Content,Book Syncing & Download Issues,Whispersync/Immersion Reading Not Syncing,Resent Content - Fixed Issue,null,null,null,null,1,2,0.621632447,66.66,0,0,0,0,20,D-38
2952,0,Replaced Device,Remote / Controller,Buttons Failed,Unknown Cause,Carnac Suggested,Amazon Devices,Fire TV,null,0,0.1,null,null,null,null,null,0,16,D-27
895,0,Reading App,Basic Info / How-To,General How-To,null,null,null,null,null,0,2,0.308300847,33.33,0,0,0,1,13,D-62
12181,0,Reading App,Not Able To Open Content,Unknown Cause,Delete/Redownload Content - Fixed The Issue,null,null,null,null,0,1.2,null,null,null,null,null,2,8,D-70
854,1,Content,Other Content Topics,Author / Publisher - How To Publish,Transferred/Referred To Kdp,null,null,null,null,1,1.225,null,null,null,null,null,5,17,D-14
890,0,Content,Other Content Topics,Samples In The Cloud,C. Education - General,null,null,null,null,1,0,null,null,null,null,null,0,6,D-70
8158,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,1,1.175,0.165075511,0,0,-1,0,4,5,D-25
4320,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Restart - Fixed Issue,Non-order related,"E-mail, Contacts, and Calendar",Unable to Import Calendar,null,1,0.3,null,null,null,null,null,1,11,D-53
2454,0,Kindle Tablet,Other,Other Software Issues,Info Requested / Instructions Sent,Amazon Devices And Kindle Apps,Kindle E-reader,My Kindle is frozen or wont turn on,null,1,0.1,null,null,null,null,null,5,4,D-28
8951,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,0,null,null,null,null,null,2,8,D-24
2694,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Hard Restart - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,3,4,D-16
8930,0,Accessory,Other Accessory,Promotion For Power Fast Adapter,null,null,null,null,null,1,0,0.414294759,100,0,0,0,1,8,D-70
5611,0,Account Assistance / Mycd Settings,Account Password Assistance,Forgotten Password,Update Password,null,null,null,null,0,0,0.308300847,42.85,14.28,16.66,0,6,9,D-17
10009,0,Replaced Device,Battery / Charging Issue,Kindle Won'T Charge - Visible Damage To Usb Port,Unknown Cause,null,null,null,null,1,0,0.169913838,0,50,-1,0,3,11,D-16
13328,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - Items Not Purchased On Account,null,null,null,null,1,0,null,null,null,null,null,5,18,D-37
11950,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,1,2,null,null,null,null,null,1,7,D-3
12730,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,0.308300847,50,8.33,25,0,2,11,D-37
2686,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.25,null,null,null,null,null,2,14,D-16
9432,0,Kindle E-Ink,Not Able To Update Software,Update Hasn'T Been Received Yet,C. Education - Manual Instructions Given,null,null,null,null,0,null,null,null,null,null,null,6,10,D-70
8541,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,Carnac Suggested,Amazon Devices,Kindle E-reader,null,1,0,null,null,null,null,null,4,16,D-22
12608,0,Account Assistance,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,0,null,null,null,null,null,0,15,D-70
5213,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,0.308300847,50,0,0,0,1,10,D-29
11472,0,Fire Tv / Stick,External Storage,Usb Storage,C. Education - Set Up,null,null,null,null,1,0.5,null,null,null,null,null,3,7,D-49
5418,0,Reading App,Basic Info / How-To,General How-To,null,null,null,null,null,0,0,0.414294759,100,0,100,0,6,10,D-24
7500,0,Kindle Tablet Apps,App Store,Unable To Open App,Cleared Data - Appstore,null,null,null,null,1,2,null,null,null,null,null,4,10,D-16
3695,0,Replaced Device,Fire Tv / Stick Pairing / Wifi Direct,Won'T Pair / Connect,Unknown Cause,null,null,null,null,0,0.6,null,null,null,null,null,4,11,D-49
3631,0,Content,Other Content Topics,Next In Series,C. Education - General,Carnac Suggested,Something else,Other issues,null,1,1,null,null,null,null,null,4,14,D-22
4634,0,Content,Personal Documents,Conversion Quality,Delete And Resend - Fixed The Issue,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,0,0,0.313139175,50,50,0,0,1,14,D-34
5512,0,Content,"Lend, Borrow And Rent",How-To Info,C. Education - Lend,null,null,null,null,1,1.55,0.165075511,0,0,-1,0,0,5,D-23
5347,0,Kindle Tablet,Battery / Charging Issue,Drains Quickly,Asked Customer To Call,null,null,null,null,1,2,null,null,null,null,null,3,14,D-16
5950,1,Content,Kindle Unlimited,C. Education,General Info,null,null,null,null,1,1.05,null,null,null,null,null,0,12,D-16
12251,0,Reading App,Not Able To Sync With Account,Unknown Cause,Uninstall/Reinstall - Fixed The Issue,null,null,null,null,1,0,null,null,null,null,null,0,15,D-29
2753,0,Kindle Tablet,Battery / Charging Issue,Drains Quickly,Charging Related Troubleshooting Given,null,null,null,null,1,0,0.308300847,33.33,0,0,0,5,16,D-70
9271,0,Content,Kindle Unlimited,C. Education,Limit Reached - Book / Magazine,Non-order related,Books,Other Questions About Kindle Books,null,1,1,null,null,null,null,null,4,10,D-57
